word,definition,weight
deem,"/dim/  v.frml. [I;T] to consider, believe: Do you deem him an honest man?",9
deep,"/dip/  adj. -er, -est 1 going far below or back from the surface of s.t.: a deep river, a deep hole, a deep closet 2 serious, intense: in deep thought, in deep trouble, a deep sleep 3 hidden, mysterious: a deep secret 4 difficult to understand: a deep thinker 5 (of sound) low: a radio announcer with a deep voice, a deep note from a cello 6 (of color) rich and dark: the deep green of the forest 7 in deep water: in trouble 8 infrml. to go off the deep end: to become crazy, act careless of danger: He was very successful until he began drinking and went off the deep end. -adv. deeply. See: deep-rooted; deep-seated.Thesaurus: deep adj. 1 far down. Ant. shallow. 2 profound  3 buried  4 unfathomable5 resonant  6 vivid, intense. adv. 1 below the surface of s.t.: The water here is only two feet deep. 2 far down or in: They live deep in the jungle.||We talked deep into the night. 3 to dig deep:  a. to pay or give a lot of money: The mother dug deep to help her son start a business. b. to investigate, examine very carefully: The police are digging deep into this case to solve it. 4 to run deep: to be intense, go to great depth (feelings, ties, etc.): The love of opera runs deep in Italy.  n. the deep: the deep part of an ocean: The ship was lost in the deep and never found. ",9
deer,"/dr/  n. deer a hoofed, four-footed mammal, usu. with antlers: There are many deer in the woods behind our house.",9
deft,"/dft/  adj. -er, -est skillful and quick: What a deft typist you are! -adv. deftly; -n. [U]  deftness.",9
defy,"/dfa/  v. [T] -fied, -fying, -fies 1 to oppose openly, refuse to obey: The union defied management and went on strike. 2 fig. to resist: The lock defied all my efforts to open it. 3 to dare or challenge s.o. to do s.t. thought impossible: I defy you to find anything wrong with this plan.",9
deli,/dli/  n.infrml. short for delicatessen: I'm going to the deli for some cheese.,9
dell,/dl/  n. a small valley with grass and trees: There is a farmer in the dell with his cows.,9
demo,/dmo/  n. short for demonstration: Our sales people do demos of our new equipment for customers.,9
dent,"/dnt/  n. 1 a hollow or depression made by a blow or impact: The accident left a dent in my car door. 2 infrml.fig. to make a dent in: to progress a little: We finally made a dent in our competitor's market, and we have 5 percent more market share now.  v. [T] to make a dent in s.t.: Another car hit mine and dented the back fender.",9
deny,"/dna/  v. [T] -nied, -nying, -nies 1 to say s.t. is not true: The defendant denied the accusations made against her in court. 2 to refuse, reject: They denied their son permission to go.Thesaurus: deny 1 to contradict, refute, disavow. Ant. to admit. 2 to turn down.",9
desk,"/dsk/  n. a piece of furniture like a table, usu. with drawers and used to write on: She reads, writes, thinks, and works at her desk every day.",9
dial,"/dal/  n. a surface, usu. round, divided into markings with meaning: the dial of a watch (telephone, radio, water meter, etc.)  v. [T] to make a call (usu. using a rotary telephone): If you want to phone long distance, dial the Operator. See: dial tone.Thesaurus: dial n. a control, face, gauge, indicator.",9
dibs,/dbz/  n.slang a right to have (s.t.): I have dibs on that last piece of cake.,9
dice,"/das/  n.pl. of die 1 small cubes with a set of one to six dots on each side and rolled in games of chance: With one roll of the dice, he won $50. 2 infrml. no dice: an expression meaning ""no"" (strongly): I wanted to go to the movies, but my father said, ""No dice!""",9
diet,"/dat/  n.v. [I] 1 one's regular foods: The boy lives on a <n.> diet of junk food. 2 a weight loss program: I have to go on a <n.> diet to lose 15 pounds.||My friend <v.> diets all the time. 3 a formal law-making assembly, a congress",9
digs,"/dgz/  n.pl.slang short for diggings, or one's place of living (room, apartment, etc.): I'm going back to my digs to change clothes.",9
dike,"/dak/  n. s.t. built to hold back sea water, a river, etc.: We visited the dikes of Holland.",9
dime,"/dam/  n. 1 in USA, a 10-cent coin: Ten dimes equal one dollar. 2 to not be worth a dime: to have very little value: The house burned down and isn't worth a dime now.",9
dine,"/dan/  v.frml. dined, dining, dines 1 [I] to eat a meal, esp. a special or formal one: They dined at a fancy restaurant. 2 [T] to dine on: to eat (a particular food): We dined on lobster at the Ritz Hotel.Thesaurus: dine 1 to have supper, feast | do lunch, eat out.",9
ding,/d/  n.v. [I;T] a sharp metallic ringing sound: The <n.> ding of the bell at the hotel's front desk brought s.o. to serve the people waiting there.,9
dint,"/dnt/  n. [U] 1 force, effort 2 by dint of: by means of: By dint of hard work, she rose in her profession.",9
dire,"/dar/  adj. grave, very serious: His business is bankrupt and he is in dire trouble.",9
dirt,"/drt/  n. [U] 1 loose soil, earth: I planted flowers in the dirt. 2 s.t. unclean: What's that dirt on your shirt? 3 information about bad behavior, esp. about sex: I can't believe they print that dirt in the newspaper.Thesaurus: dirt 1 clay, loam, dust 2 stain, filth 3 gossip, sensationalism.",9
disc,"/dsk/  var. of disk, a thin flat circular plate: Her collection includes old phonograph records and compact discs.",9
dish,"/d/  n. dishes 1 any of a variety of plates, bowls, and platters used to serve and hold food: Please put the dishes on the table for dinner. 2 an amount of food: a dish of ice cream 3 a type of cooked food: She made his favorite dish for dinner. 4 slang an attractive woman: His girlfriend is a dish! 5 to do or wash the dishes: to wash dirty dishes, plates, etc.: I'll do the dishes tonight, since you cooked.  v. 1 [T] phrasal v. sep. to dish s.t. out: to give, hand out, (syn.) to distribute: I'll dish out the soup to everyone.||I'll dish it out. 2 phrasal v. sep. [T] to dish s.t. up:  a. to put (food) into dishes, (syn.) to serve: The chef dished up the macaroni and cheese.||He dished it up. b. slang to give or present (as fact): What excuse did he dish up this time?",9
disk,"/dsk/  n. 1 var. of disc, a thin flat circular plate: A computer disk is for data storage and retrieval. See: diskette. 2 a pad between two bones in the spine: A slipped disk is causing the pain in her back. ",9
diva,/div/  n. a female opera star: She was a famous diva for many years.,9
dive,"/dav/  v. [I] dove /dov/, or dived, diving, dives 1 to jump (into the water) head first: The swimmer dove into the pool. 2 to go down sharply: The plane (submarine, stock market) dove suddenly. 3 infrml. to dive into: to begin with energy: She dives into her work early each morning.  n. 1 a headfirst jump into the water: She made a graceful dive. 2 a fast downward movement: a dive in the stock market 3 slang a cheap, not respectable nightclub 4 to take a dive: (in boxing) to pretend to be knocked out: The boxer was paid to take a dive.Thesaurus: dive v. 1 to plunge, jump headlong 2 to plunge, fall, drop. n. 1 a headlong jump 2 a fall, drop, plunge.",9
dock,"/dk/  n. 1 a type of wharf or pier where boats or ships stop for (un)loading or repairs: We got on our boat at the dock. 2 the place where a prisoner stays in court: The accused man stood in the dock.  v. [T] 1 to approach and then tie a boat to a dock: We carefully docked our boat. 2 to attach a space vehicle to another one: The two spacecraft docked high above Africa.||The <n.> docking in space was successful. 3 to take away money from, usu. as punishment or to force repayment of a debt: The company docked his pay because he was late to work.Thesaurus: dock n. 1 a boat landing, slip, quay | marina. v. 1 to moor, maneuver s.t. into s.t. 2 to couple s.t. (in space) 3 to cut, reduce, penalize.",9
dodo,"/dodo/  n. -does or -dos 1 a flightless bird that no longer exists 2 infrml.fig. a stupid person: He's so stupid; he's a dodo. 3 dead as a dodo bird: clearly finished, no longer possible: That building is as dead as a dodo (or) dodo bird!",9
doer,/dur/  n.infrml. s.o. who takes action rather than just talking: She is a doer; she gets things done.,9
does,"/dz/  third person sing., pres. tense of do: He does carpentry for a living.",9
doff,"/df, df/  v. [T] to take off: The man doffed his hat to the woman.",9
dole,"/dol/  v. [T] doled, doling, doles to give in small amounts (money, food, clothes): The boy's mother doles out an allowance to him.  n. Brit. on the dole: receiving money from the government because of being out of work: He lost his job and now he's on the dole.",9
doll,/dl/  n. 1 a child's toy that looks like a small person or baby: Many little girls play with dolls. 2 infrml.fig. a pretty girl or woman: Your baby is very pretty; she's a doll!,9
dolt,/dolt/  n.infrml. a stupid person: That guy is a dolt!,9
dome,/dom/  n. a rounded roof: The dome on the capitol building in Boston is painted gold.,9
done,"/dn/  adj.v. past part. of do 1 finished, completed: The task is done. 2 cooked: My steak is too well-done. 3 done for: ruined, dying: He's been shot; he's done for. 4 done to a turn: perfectly cooked 5 it isn't done: it is not socially acceptable: You can't ask them to invite you; it just isn't done. 6 (over and) done with: completely finished: Don't keep thinking about the game we lost; it's over and done with.",9
doom,"/dum/  v. [T] to send to an unhappy, inescapable end (failure, ruin, destruction, etc.), (syn.) to condemn: Heavy rains and floods doomed the corn harvest to failure.  n. [C;U] a terrible fate, an unhappy end, esp. death: A sense of doom to come spread across the land at the start of war.",9
door,"/dr/  n. 1 a movable panel to permit entrance to or exit from a building, room, vehicle, etc.: I opened the refrigerator door and took out the milk. 2 (a number of) doors away/up/down: (a number of) houses away: My sister lives in the blue house just three doors down the street. 3 door-to-door: from house to house: Children sometimes sell candy door-to-door to raise money for their school. 4 next door: in the next house or apartment: We have wonderful neighbors next door. 5 to answer the door: to go to open the door when s.o. knocks or rings the doorbell 6 fig. to open or close the door to: to make possible or impossible (progress, advances, etc.): The new trade agreement opens the door to better relations between the two nations. 7 to show s.o. to the door: to go to the door with a guest who is leaving: Thank you for coming; let me show you to the door.",9
dope,"/dop/  n. 1 infrml. [U] an illegal drug (cocaine, heroin, marijuana, etc.): He takes dope; in fact he's on dope now. 2 [C] infrml.fig. a fool, a stupid person: I was a dope to forget my luggage at the airport. 3 slang information: So what's the dope on this new guy?  v. doped, doping, dopes 1 [T] to give drugs to: His friends doped him by putting drugs  in his drink. 2 to be doped or doped up: to  be under the influence of narcotics: She  just had surgery and she's doped up from the anesthetic.",9
dorm,/drm/  n. short for dormitory,9
dose,/dos/  n. 1 an amount (of medicine): The doctor prescribed a large dose of 20 pills for the infection 2 an amount (of s.t. bad) that one receives: an accidental dose of radiation||a dose of hard luck,9
dote,"/dot/  v. [T] doted, doting, dotes to pay too much loving attention to s.o., (syn.) to fawn: The grandfather doted on his grandson.",9
dour,"/dr, dar/  adj. unsmiling, (syns.) gloomy, sullen: A man with a dour look on his face lives alone in that house. -adv. dourly.",9
doze,"/doz/  v. [I] dozed, dozing, dozes to sleep lightly for a short time: At home, he dozes (off) after dinner for an hour.",9
drab,"/drb/  adj. drabber, drabbest 1 dull brown or gray green: People in the army often wear olive drab uniforms. 2 dull in color, uninteresting: She doesn't like bright colors, so she wears drab clothes. 3 gloomy, depressing: He lives in a drab city neighborhood.",9
drag,"/drg/  v. dragged, dragging, drags 1 [T] to pull with difficulty s.t. or s.o. that resists: I dragged the sofa across the room.||His wife drags him to the store to buy clothes. 2 [I] to have s.t. touch the ground: The belt of her coat is dirty, because it was dragging on the ground all day. 3 [I] to search or sweep the bottom (of a lake, river, etc.): They dragged the river for the sunken car. 4 phrasal v. [I] to drag on: to continue for too long: The meeting dragged on for two hours. 5 to drag one's feet or heels: to act slowly and unwillingly: The manager is dragging her heels on announcing the layoffs, because she doesn't want to face the workers' anger. 6 phrasal v. sep. [T] to drag s.t. out: to make s.t. last too long: Everyone grew impatient when he dragged out the story with unnecessary details.||He dragged it out. 7 phrasal v. sep. [T] to drag s.t. out of s.o.: to force s.o. to tell s.t.: She  didn't want to talk about the accident, but I dragged the story out of her.  n.sing. 1 [U] infrml. s.t. that is boring or disliked, a chore: She hates to shop, so shopping is a drag for her. 2 [C] s.t. or s.o. that holds s.o. back from advancing or progressing, a burden: He refused to marry, thinking that a wife would only be a drag on his career. 3 [C] slang a taking in of breath on a cigarette: Let me have a drag on your cigarette, OK? 4 slang a street or road: You'll find a lot of stores on the main drag in our town. 5 infrml. in drag: (of a man) wearing women's clothesThesaurus: drag v. 1 to lug, tug, yank | tow 3 to search. n. 1 a bother, annoyance, bore 2 a burden, obstacle 3 a puff.",9
dram,/drm/  n. 1 a small amount of liquid: I like a dram of whiskey before dinner. 2 a unit of weight: There are 16 drams in an ounce.,9
drat,"/drt/  exclam.of annoyance: Oh, drat, I dropped an egg!",9
draw,"/dr/  v. drew /dru/ or drawn /drn/, drawing, draws 1 [I;T] to make a picture: The artist drew a pencil sketch of a boat. 2 [T] to take out, remove: He drew a gun from his pocket (a playing card from the deck, $50 from his account, etc.). 3 [T] to take out (a liquid): The nurse drew blood from the patient for testing. 4 [I;T] to take in (air): He drew a deep breath and announced he was getting married.||The fire died because the chimney drew poorly. 5 [T] to pull closer: The woman drew her husband to her for a kiss. 6 [I] to move steadily: I was surprised when the police car drew alongside my car. 7 [T] to attract: The sidewalk musician drew a crowd to hear him play his violin. 8 to draw a blank: to not find or remember s.t.: I tried to remember her name but drew a blank. 9 to draw and quarter:  a. to tie s.o.'s hands and feet to four horses that pull the person apart and then cut him or her into four pieces b. fig. to punish severely: I am so mad at that man that I'll have him drawn and quartered! 10 phrasal v. insep. [T] to draw away (from s.o. or s.t.): a. to move back, usu. quickly, (syn.) to recoil: She drew away from the fire, when it started sparking. b. to gradually move ahead: One runner drew away from the rest and went on to win the race. 11 phrasal v. [I] to draw back: a. to move back to avoid: The boy drew back in fear of the snake. b. to refuse to complete or fulfill: At the last minute, the union drew back from signing the contract. 12 to draw blood: to wound with a weapon or with severe criticism: She spoke so harshly to the boy that she finally drew blood: he cried. 13 phrasal v. [T] to draw down: to reduce or use up: The company is drawing down the money in its checking account. 14 phrasal v. insep. [T] to draw even with s.o. or s.t.: to move up to the same level or place: The runner in second place drew even with the leader and then passed her. 15 to draw fire: to do s.t. that brings criticism on oneself: His proposal to close the school drew fire from the community. 16 phrasal v. sep. to draw near: a. [T] to move toward: The frightened girl drew near her mother.||Her mother drew the little girl near. b. [I] to come close (in time), approach: The deadline for paying taxes is drawing near. 17 to draw one's own conclusions: to decide for oneself from the facts given: He arrives late, leaves early, and his work is full of mistakes, so draw your own conclusions about his future at this job. 18 to draw s.o. a picture: to explain in clear detail (usu. said with impatience): The company is nearly bankrupt, so do I have to draw you a picture about our future there? 19 phrasal v. insep. [T] to draw on (s.t.): to use s.t. as a resource, (syn.) to rely on s.t.: She drew on her knowledge of American history to write the novel. 20 phrasal v. sep. [T] to draw s.o. out: to get s.o. to talk by encouraging them: He's very shy and never speaks about himself, so I was surprised at how well she drew him out. 21 to draw straws: to choose s.o. to do s.t. by pulling out straws (matchsticks, slips of paper, etc.), with the person who chooses the longest or shortest one getting the job: Let's draw straws to see who will have to give the boss the bad news. 22 to draw the line: to fix a limit on what one is willing to do: I'll help her organize her term paper, but there I draw the line; I won't write it for her. 23 phrasal v. sep. [T] to draw up: a. to prepare (s.t. written): The lawyer drew up a contract for the sale of the property.||She drew it up. b. (of a vehicle) to arrive and stop: A taxi drew up in front of the hotel. 24 phrasal v. insep. [T] to draw upon s.t.: to make use of: The artist drew upon childhood memories in creating his paintings.Thesaurus: draw v. 1 to sketch, depict, trace | paint  2 to bring out, pull out, produce  3 to take, extract4 to inhale  6 to pull up (beside s.o.). n. 1 a tie in a competition: The game ended in a draw, with a score of 12 to 12. 2 the removal of a playing card from a deck: It was my draw, so I took a card from the deck. 3 s.t. that attracts customers: There are four good films at that theater, but the horror movie is the biggest draw. 4 quick on the draw: fast with a gun, or quick-witted: You'll see how intelligent she is when you talk with her; she's really quick on the draw. 5 the luck of the draw: a bad or good result determined by chance: My brother inherited our father's height, while I ended up being short like Mom; it's just the luck of the draw. draw n. 1 a deadlock, stalemate, standoff   3 an attraction, appeal | drawing power. ",9
drew,/dru/  v. past tense of draw,9
drip,"/drp/  n. 1 a series of small drops of liquid or one of these drops: The kitchen faucet has a drip. 2 infrml.fig. a weak and annoying person, a jerk: That guy is a drip.  v. [I;T] dripped, dripping, drips to pour in drips: The faucet has dripped water for a week now.  adj. dripping wet: completely wet, (syn.) saturated: The dog got soaked in the rain and is dripping wet.",9
drop,"/drp/  v. dropped, dropping, drops 1 [I] to fall: Apples drop from trees. 2 [T] to let fall by mistake: She dropped her purse on the floor. 3 [T] to cause to fall: The plane dropped bombs. 4 [T] to suddenly stop and leave unfinished: I dropped what I was doing and ran to help.||This conversation is getting too personal, so please drop it. 5 phrasal v. insep. [I] to drop by or drop in (on s.o.): to make an informal visit without an appointment: Drop by whenever you can. 6 phrasal v. insep. [I;T] to drop (or) fall behind s.o. or s.t.: to move ahead more slowly than others are moving: His teacher says he has dropped behind in the class. 7 phrasal v. [I] to drop out: to leave or stop taking part in: She dropped out of the race because of an injury. See: dropout. 8 phrasal v. [I] to drop off:  a. infrml. to fall asleep: I dropped off on the sofa while watching TV. b. to lessen, decrease: Sales have dropped off sharply. See: drop-off, n. 9 phrasal v. sep [T] to drop s.o. or s.t. off: a. s.o.: to take s.o. to a place in a vehicle: The bus dropped off its passengers in front of the library.||It dropped them off. b. s.t.: to deliver: We dropped off their order at noon.||We dropped it off. 10 infrml. to drop s.o. a line: to write s.o. a note: I usually drop her a line on her birthday. 11 to drop dead: to die suddenly (often used in insults): He's trying to threaten me, but he can just drop dead. 12 fig. to drop the ball: to make a mistake or to fail to do something: He was supposed to set up a meeting, but he dropped the ball and now it's too late.  n. 1 a very small amount of liquid: I put a drop of medicine in my eye. 2 a fall or a sharp movement down: There was a 20-degree drop in the temperature last night. 3 a distance down: There's a 12-foot drop from that window. 4 a delivery of supplies by parachute: The plane made a food drop to the refugee camp. 5 a small candy: A lemon cough drop eased my sore throat. 6 fig. (only) a drop in the bucket: a small unimportant amount: We have saved $1000, but that's only a drop in the bucket because we need $500,000. Thesaurus: drop v. 1 to fall off, plop 2 and 3 to let go of s.t. 4 to quit, call off | cut s.t. short infrml. n. 1 a droplet, splash, drip 2 a decline, decrease, dip, plunge 3 a fall, descent.",9
drug,"/drg/  n. 1 a medication: The doctor gave the patient a new drug. 2 a narcotic, esp. an illegal one: Cocaine is a hard drug. 3 on drugs: addicted to, or under the influence of, drugs: She is on drugs for the pain.  v. [T] drugged, drugging, drugs to place under the influence of a drug: The kidnapper drugged his victim to keep her quiet.||He kept her <adj.> drugged (up).Thesaurus: drug n. 1 a medicine, pill, prescription, remedy 2 dope | pills.",9
drum,"/drm/  n. 1 a musical instrument made of a round, hollow vessel with a skin stretched tightly over one or both ends, to be struck with a drumstick or by hand: My brother plays the drums in a band. 2 a large drum-shaped container: an oil drum  v. drummed, drumming, drums 1 [I] to play the drums: He drummed loudly. 2 [T] to create a rhythmic sound: When she's thinking, she drums her fingers on her desk. 3 phrasal v. [T] to drum s.t. into s.o.: to put an idea, etc. into s.o.'s mind by repetition, practice, etc.: My mother drummed good manners into all her children.  4 phrasal v. sep. [T] to drum s.t. up: to get or increase (sales, interest, support, etc.): We need to drum up some new clients; let's increase advertising.||We need to drum them up.",9
dual,"/dul/  adj. double, having two parts: He uses his van for a dual purpose, namely for business and personal use. -n. [U] duality /dulti/.",8
duck,"/dk/  n. 1 any of a variety of water birds with short, plump bodies, rounded beaks, and webbed feet: There are mallard ducks nesting in the pond nearby. 2 lame duck: in the USA, a political official soon to leave office: If he is not reelected in November, the President will be a lame duck and have little influence during the rest of his term.  v. 1 [I;T] to lower (one's head or body) quickly to avoid being hit by s.t.: The tall man ducked his head to avoid a low tree branch. 2 phrasal v. insep. [T] to duck out (of) s.t.: to leave hurriedly and unnoticed: She ducked out the back door before the meeting began. 3 phrasal v. insep. [T] to duck s.o.: infrml. to avoid contact with s.o.: I keep trying to make an appointment to see him, but he has been ducking me.Thesaurus: duck v. 1 to bend over, dodge, stoop 2 to escape, sneak out.",9
duct,"/dkt/  n. 1 a tube in living things: Tears pass through tear ducts near the eyes. 2 in buildings, a tube or passage, esp. for air: a ventilation duct in the ceiling",9
dude,"/dud/  n.infrml. 1 a person from the city not tough enough for cowboy life: The dudes from New York can't ride horses all day. 2 slang a man, guy: Ask that dude over there what time it is.",9
duds,/ddz/  n.pl. slang clothes: I'm going home to change my duds.,9
duel,"/dul/  n. 1 in the past, a fight with swords or guns between two men over a question of honor: The nobleman who had been insulted challenged the other to a duel. 2 fig. a competition or fight between two rivals: The two companies are fighting a duel to dominate the market.  v. 1 [I;T] to fight a duel: The noblemen will duel at dawn. 2 [I] fig.to compete, fight: The companies dueled over market share.",9
dues,"/duz/  n.pl. 1 the cost of membership in some organizations: Doctors, lawyers, and teachers pay yearly dues to their professional associations. 2 to pay one's dues: to suffer before achieving success and respect: She paid her dues by singing in smoky nightclubs in small towns before becoming a big star.Thesaurus: dues 1 a contribution, assessment, initiation fee.",9
duet,/dut/  n. music sung by two voices or played by two performers: The sopranos sang a duet in the opera.,9
duff,"/df/  n. slang the buttocks, rear end: He finally got off his duff and finished the job.",9
duke,/duk/  n. a man with a high hereditary rank below a prince: The Duke of Kent waved to the people outside the palace.,9
dull,"/dl/  adj. -er, -est 1 not shiny or bright: I need to polish that dull table top. 2 not sharp: a dull knife, a dull pain 3 boring, tiresome: That movie (lecture, party, etc.) was very dull. 4 unintelligent, slow-witted: He has a dull mind; it takes him a long time to learn new things.Thesaurus: dull adj. 1 drab, faded | lackluster, washed-out 2 blunt (knife) 3 uninteresting, tedious.Ant. lively. 4 dumb, dim-witted, slow. Ant. sharp. v. [I;T] to make less bright or sharp: Does watching too much TV dull the mind? -n. dullard.",9
duly,"/duli/  adv. frml. in the correct way, properly: The prisoner was duly advised of her rights by the arresting police officer.",9
dumb,"/dm/  adj. -er, -est 1 incapable of speaking 2 stupid: He's too dumb to succeed.Thesaurus: dumb 1 mute | silent, inarticulate, tongue-tied 2 dense, dull-witted, slow. Ant. smart.",9
dump,"/dmp/  n. 1 a place where trash is put: We put our garbage out by the street for a truck to pick up and take to the town dump. 2 fig. a dirty, messy place: This apartment (room, house) is a dump! 3 output of computer data: I did a dump of our inventory records. 4 fig. down in the dumps: sad, depressed: He failed his exam and is down in the dumps about it.  v. [T] 1 to drop or unload suddenly or carelessly: The truck dumped a load of sand in the road. 2 infrml.fig. to suddenly end a personal relationship with: She dumped her boyfriend for another guy. 3 to sell (goods) in large quantity at a low price to reduce an oversupply or to win a greater share of the market from competitors: That company is dumping their products there, trying to secure a place in that market.Thesaurus: dump n. 1 a garbage dump, junk pile 2 a pigsty, trash heap. v. 1 to empty, deposit, discharge 2 to ditch s.o. 3 to flood the market.",9
dune,/dun/  n. a small hill of sand: The sand dunes on the desert are formed by the wind.,9
dung,"/dg/  n. animal manure, (syn.) excrement: Farmers and gardeners use cow dung to enrich the soil for vegetables.",9
dunk,"/dk/  v. [T] 1 to dip into a liquid: I like to dunk a doughnut in my coffee. 2 (in basketball) to drop the ball through the hoop from above: She's not very tall, but she can jump high enough to dunk the ball.  n.fig. a swim: I go for a dunk in hot weather.",9
dupe,"/dup/  v. [T] dupped, duping, dupes to trick and cheat: The dishonest bookkeeper duped his victim by making her trust him, then stealing her money.  n. a person who is tricked: She was a dupe.",9
dusk,"/dsk/  n. [U] the time of day between sunset and total darkness: It's hard to see at dusk, so I drive carefully.",9
dust,"/dst/  n. [U]  1 fine dry particles like powder: There's dust on the bookshelves. 2 to turn to dust: to end as nothing, to be ruined: All of his dreams have turned to dust.  v. 1 [I;T] to remove dust: I dusted my bookshelves. 2 [T] to cover with a light coat of s.t.: The baker dusted the cake with powdered sugar.Thesaurus: dust n. 1 dirt, grime, soot.  v. 1 to clean, wipe 2 to sprinkle, powder.",9
duty,"/duti/  n. -ties 1 [C;U] responsibility, obligation: Her duty is to see that the business runs well. 2 [U] special service: jury duty, military duty 3 [C;U] a tax, esp. on imported goods See: duty-free. 4 on or off duty:  working or not working (in a position of responsibility): A police officer usually wears a uniform when on duty. Thesaurus: duty 1 assignment, job, mission, charge 3 an assessment, tariff.",9
dyke,/dak/  n. pej. a lesbian,9
"E, e","/i/  n. E's, e's or Es, es the fifth letter of the English alphabet",9
e.g.,"/idi/  abbr. for exempli gratia, (Latin for) for example: Our university offers strong programs in the sciences, e.g., chemistry, biology, and physics.",9
each,"/it/  adv. for one, per piece: Those toys cost $1.00 each.  adj. every: Each toy is a different color.  pron. every one: Each of the toys has a different shape. See: each other, every, all.Usage Note: Always use a singular verb with each because it refers to one of a group of things or people: Each of the students has to meet with the teacher.||Each of the cars is blue.",9
earl,/rl/  n. a British rank of nobility: the Earl of Somerset,9
earn,"/rn/  v. [T] 1 to get (money) by working: She earns her living as a doctor. 2 to get s.t. one deserves as the result of action or effort: She earned highest honors at school. 3 to produce, esp. on an investment: His savings account earns 8 percent interest per year. See: salary; invest.Thesaurus: earn 1 to work as (a secretary, doctor, clerk, etc.) | make (money), take home, be paid 2 to deserve, merit 3 to yield. Ant. to lose.",9
ease,"/iz/  n. [U] 1 a lack of difficulty: She climbed the mountain with ease. 2 lack of worry, comfort: He is rich and lives a life of ease. 3 ill at ease: uncomfortable or worried: The student felt ill at ease when he gave his report to the class.  v. eased, easing, eases 1 [I;T] to move gently and slowly: He eased into a comfortable bed and fell asleep. 2 [I;T] to make or become less difficult or severe: Her son's phone call eased her worry. 3 phrasal v. infrml. [I] to ease up or off: to do s.t. with less effort: She decided to ease up on her studies for a while; instead of taking five courses this semester, she will take three. -adj. easeful.",9
east,"/ist/  n.sing. 1 the direction straight ahead when facing a sunrise: The sun rises in the east. 2 the eastern part of the world or a country  3 the East: in the USA, usu. the east coast: New York is in the East. 4 back East: in the USA, how people on the west coast refer to the east coast: My brother lives back East in Providence, Rhode Island.  adv. moving toward the east: We are heading (sailing, flying, etc.) east.  adj. 1 located in the east: The east side of Manhattan has some very fancy apartments. 2 coming from the east: I feel the chill of that east wind off the ocean.",9
easy,"/izi/  adj. -ier, -iest 1 simple to do: Fixing the lock was easy. 2 relaxed, smooth: She is very pleasant; she has an easy manner. 3 pleasant, calm: He has an easy life with few worries. 4 infrml. as easy as pie: very easy to do: The test was as easy as pie. 5 easier said than done: easy to talk about but hard to do: To climb a mountain is easier said than done. 6 easy money: money made with little effort: I made easy money on that job; I just sat around reading all day. 7 infrml. easy on the eye: pleasant to look at: The view from the mountain was easy on the eye and so relaxing. 8 infrml. on easy street: financially secure and content: He has been on easy street since he won the lottery. -n. [U] easiness; -adv. easily. adv. 1 to go easy on:  a. to be less strict or be gentle with: The judge went easy on the teenagers, because they had never been in trouble before. b. to use less of: Go easy on the salt; it's not good for you. 2 to take it easy: to relax: After work, I watch TV and take it easy.Thesaurus: easy adj. 1 uncomplicated, straightforward, effortless 2 friendly, laid-back 3 comfortable, worry free. Ant. difficult. ",9
echo,"/ko/  n. -oes the repetition of a sound caused by its bouncing off a hard surface: The echoes of our voices in the caves were scary.  v. -oed, -oing, -oes 1 [I] to be repeated as an echo: Our shouts echoed in the canyon. 2 [T] to repeat s.t. that s.o. else has said: That  official's assistant echoes all his opinions. 3 [T] to show the influence of, to imitate: Some modern paintings echo the work of primitive artists.",9
eddy,"/di/  n.v. [I] -died, -dying, -dies a turning or swirling, esp. of water, into a pool that hardly moves: The river formed <n.pl.> eddies near its banks.",9
edge,"/d/  n. 1 the border where two surfaces meet: He looked over the edge of the cliff. 2 a sharp, thin side of a blade or cutting tool: She tested the edge of the knife blade. 3 fig.sing. a small advantage: That horse can run fast; it has an edge over the others in the race. 4 on the edge: in a dangerous state: He's a race car driver who likes living on the edge. 5 to be on edge: to feel nervous or apprehensive: The patients are on edge waiting for the test results.  v. edged, edging, edges 1 [I;T] to move slowly and carefully: He edged toward the door, then ran for help. 2 [T] to put a border or edge on: She edged the garden with tiny pink flowers.Thesaurus: edge n. 1 the rim | border, boundary line. Ant. the center. 3 a plus. Ant. disadvantage. v. 1 to inch, creep 2 to border, trim, fringe (with s.t.).",9
edgy,"/di/  adj. -ier, -iest nervous, (syn.) fidgety: She is edgy about her examination  results.",9
edit,/dt/  v. [T] 1 to correct and clarify written or recorded works: A copy editor edits the manuscripts of books. 2 phrasal v. sep. to edit s.t. out: to remove or delete s.t.: The filmmaker edited out some of the violent scenes in the movie.||He edited them out.,9
élan,"/eln/  n. [U] (French for) liveliness and enthusiasm, (syn.) flair: My lab partner does everything with élan; he wears nice clothes and eats at great restaurants. See: esprit de corps.",9
else,"/ls/  adj. 1 other, different: I did not do that; someone else did. 2 more, additional: I haven't finished shopping yet; I have s.t. else to buy.  adv. 1 in a different time, way, or location: When else can I leave?||How else can I travel?||Where else can I go? 2 or else: a. or suffer bad results: You do what I say, or else! b. used to introduce an undesirable possibility: We have to leave now or else we'll be late.",9
emit,"/mt/  v. [T] emitted, emitting, emits 1 to send out, transmit (radio waves, radiation, sound, etc.): The siren emitted a warning sound. 2 frml. to let out (a cry, yell, sound, etc.): The victim emitted a scream.",9
