word,definition,weight
disproportion,"/dsprprn/  n. [U] s.t. that is too large or small in relation to s.t. else, (syn.) an imbalance: The price that he wants is in disproportion to the property's value; it's too high. -adj. disproportional.",9
disproportionate,"/dsprprnt/  adj. too large or small compared to s.t. else: The size of the mirror is disproportionate to that of the dresser, so we should get a smaller one. -adv. disproportionately.",9
disqualification,"/dskwlfken/  n. [C;U] a forcing out of a person or group, such as a sports team, from participation: When the soccer team suffered a disqualification for breaking the rules, they couldn't play for the rest of the season.",9
dissatisfaction,"/dsstsfkn/  n. [U] lack of satisfaction, discontent: There is much dissatisfaction with the low salaries at our company.",9
dissatisfactory,"/dsstsfktri/  adj.frml. not good enough, unsatisfactory: Since the student's performance is dissatisfactory, she received low grades. -adv. dissatisfactorily.",9
dissimilarity,"/dsmlrti/  n. -ties a difference: The two products are much alike, but they do have dissimilarities.",9
distinguished,/dstgwt/  adj. famous for excellent achievement: She is a distinguished novelist.,9
district attorney,  n. abbr. D.A. /die/ the prosecuting lawyer for a political district or group of districts: Chicago's district attorney works to send criminals to jail.,9
district court,"  n. a Federal court in the USA, usu. with power over a wide area: The case is being tried before a jury in the District Court for the Southern District of New York.",9
diversification,"/dvrsfken, da/  n. [U] a spreading of assets among different investments to lessen the risk by remaining in one or a few: Many businesses follow a program of diversification to reduce the chance of a big loss.",9
Dixieland jazz,/dksilnd/  n. [U] a type of jazz with a fast beat: Dixieland jazz is played all over the country.,9
documentation,"/dkymntn/  n. [U] 1 evidence (written documents, tape recordings, photographs, etc.) to prove s.t. is true: We have documentation in the form of canceled checks to show that we paid the bill. 2 a record, usu. written, of a business meeting, agreement, or transaction 3 (in computers) a written description of a computer program, made to help s.o. using the program",9
doggie bag or doggy bag,"/dgi, dgi/  n. a bag to hold and carry away leftover food from a meal at a restaurant: I couldn't eat all of my meal, so I asked the waiter for a doggie bag.",9
dogooder or do-gooder,/dugdr/  n. a person who works for the good of others in society but is unrealistic: She's a do-gooder who thinks she can change the world by doing volunteer work among the poor.,9
do-it-yourself,"  adj. requiring planning and work with one's own hands, rather than having s.t. done for you: Many Americans like do-it-yourself projects, from putting together furniture to repairing their own cars.",9
Dolby System,/dolbi/  n. a noise filter system that improves recorded sound: That movie theater has a Dolby System so the audience enjoys better sound quality.,9
dollar diplomacy,  n. [U] the use of US foreign aid and other economic support to influence world events: The USA often uses dollar diplomacy with foreign nations to persuade them to take certain actions.,9
domino effect,"  n. a series of events like the fall of one domino causing others to fall after it in a chain reaction: The closing of a large manufacturing plant led to a domino effect, causing the closure of other businesses dependent upon it.",9
domino theory,"  n. (in politics) the idea that the fall of one government to Communism would cause the fall of others: The domino theory held that if South Vietnam fell to the Communists, then the rest of Southeast Asia would soon follow.",9
double entendre,"/dblntndr/  n. (French for) a word or phrase with a double meaning: His question ""Are you free?"" sounded to her like a double entendre; she wasn't sure if he was just asking if she had some free time or really asking if she was free to start a relationship with him.",9
double indemnity,  n. [U] an agreement in an insurance policy to pay double if the holder dies accidentally: I have a double indemnity clause in my life insurance policy.,9
double jeopardy,  n. [U] (in law) putting s.o. on trial twice for the same crime: It is illegal in the USA to put a person in double  jeopardy.,9
double negative,"  n. the use of two negatives in speaking or writing: ""I don't have no money"" contains a double negative.Usage Note: Use of the double negative is considered incorrect in English.",9
double standard,"  n. a set of principles or a moral rule used in one case but not in another: The government will not allow trade with some countries because of human rights violations, but it allows trade with others who also violate those rights; that policy is a double standard.",9
double-breasted,  adj. (of a suit or jacket) with one side of the front covering a row of buttons and fastening to a second row of buttons: The executive wears double-breasted suits.,9
double-dealing,"  n. [U] a dishonest act, cheating: The buyer made a good salary at his company, but was taking secret payments from suppliers; that was double-dealing.",9
double-decker,  adj.n. having two similar layers: A <adj.> double-decker bus has two levels for passengers.||My house is a <n.> double-decker; I live on the first floor and rent out the second-floor apartment.,9
double-jointed,"  adj. having joints that allow fingers, arms, or legs to move with unusual flexibility: She is double-jointed; she can wrap a leg around the back of her neck.",9
doubting Thomas,/dattms/  n. s.o. who doubts until he or she sees proof: No one can convince him of anything; he's a doubting Thomas.,9
doughnut or donut,/dont/  n. a small O-shaped cake deep-fried in oil: This morning we went out for coffee and doughnuts.,9
Dow-Jones average,/dadonz/  n. a number based on the stock prices of 30 big US companies to show how the New York stock market is performing: The newscaster said that the Dow-Jones average closed at a new high today.,9
Down's syndrome,"/danz/  n. a birth defect characterized by lowered intelligence, shortened roundness of body and facial features: That child with Down's syndrome has a loving relationship with his parents.",9
down-to-earth,"  adj. practical, realistic (in a friendly, informal way): The banker gives down-to-earth advice to his clients.",9
dramatization,"/drmtzen, dr/  n. [C;U] a theatrical presentation (on film, radio, television, etc.) of a real-life situation: The play is a dramatization of her family's difficult move from Europe to Argentina.",9
drawing board,"  n. 1 a flat surface made of wood or other material used to draw sketches, blueprints, etc.: The designer has a portable drawing board that he works on. 2 (to go) back to the drawing board: to remake one's plans after a failed attempt: The customer rejected our proposal, so it's back to the drawing board to try again.",9
dress rehearsal,  n. the final practice before a performance: Actors wear their full costumes and make-up for a dress rehearsal.,9
dressing room,  n. a room or an area for dressing: The movie star is in her dressing room.,9
dribs and drabs,"/drbzndrbz/  n. small, irregular amounts: The agency gives out news by dribs and drabs, now and then.",9
drive-up window,"  n. a service area of a restaurant, bank, etc., for customers who remain in their cars: We drove up to the drive-up window at the fast-food restaurant and ordered a meal.",9
durable goods,"  n.pl. items, such as automobiles and kitchen appliances, that last a long time: The market for durable goods (or) durables is very, very big.",9
dyed-in-the-wool,"  adj. 1 dyed before being made into cloth 2 fig. completely, deeply: He is a dyed-in-the-wool conservative.",9
e pluribus unum,"/iplrbsyunm/  adv. phr. Latin for ""out of many, one""; used as the motto of the USA to express the ideal of unity among the many peoples living in the country",9
Eastern Hemisphere,"  n. the half of the earth that includes Europe, Africa, Asia, and Australia",9
Eastern Standard Time,"  n.abbr. EST [U] used in the part of the world that is in the fifth time zone to the west of Greenwich, England: Miami, New York, and the rest of eastern North America are on Eastern Standard Time.||The President's speech will be televised at 7:00 P.M. EST.",9
eau de cologne,/oudklon/  n. [U] a diluted form of perfume: She wears eau de cologne since it is not as strong as perfume.,9
ecclesiastical,"/klizistkl/  adj. related to church matters: ecclesiastical laws, music, architecture, etc.",9
"Edison, Thomas A.","  (1847-1931) American inventor of the microphone, the phonograph, and the electric light bulb: Even though Thomas Edison attended school for only a few months as a child, he became a very rich man.",9
"Einstein, Albert","  (1879-1955) German-born American physicist whose important work has influenced science for a century: Albert Einstein won a Nobel Prize in physics in 1921 ""for his contributions to Theoretical Physics and for his discovery of the law of the photoelectric effect.""",9
Electoral College,"  n. in the USA, a group of electors chosen in each state to elect the President and Vice President: The Electoral College meets to cast its votes.Usage Note: In a presidential election in the USA, people do not vote directly for the President and Vice President. Instead, people vote for presidential electors, who form the electoral college. The electors vote for the President. This system is different from all other elections in the USA.",9
electric chair,"  n. a chair giving a powerful electric charge used to put murderers to death: He went to the electric chair because he killed an entire family. See: capital punishment,  USAGE NOTE; death penalty.",9
electrocardiogram,"/lktrkrdigrm/  n. a graph made by an electrocardiograph showing a patient's pattern of heartbeats and used by doctors to detect heart disease: An electrocardiogram is also called an EKG, ECG, or cardiogram.",9
electrocardiograph,/lktrkrdi grf/  n. a device used to track heart activity,9
electron microscope,  n. a microscope using electrons to produce enlarged images of objects: The Biology Department has an electron microscope.,9
electronic banking,"  n. [U] the deposit, withdrawal, and transfer of money done with computerized machines: You can get your money 24 hours a day with electronic banking. See: ATM.",9
electronic mail or E-mail,"/imel/  n. [U] messages sent and received electronically by computers over telephone lines or computer networks and shown on computer screens: Our sales force uses electronic mail to send in orders. See: E-mail; Internet; World Wide Web; information superhighway.Usage Note: Electronic mail is a rapidly growing form of communication using the computer. It is popular because messages, documents, and computer files can be sent anywhere in the world in a few seconds.",9
electronic music,"  n. [U] sounds produced electronically, such as by an electric guitar",9
elementary school,"  n. in USA, the lower grades of schooling, (syns.) grammar school, grade school: He has two young children in  elementary school; one is in the first grade and the other is in sixth grade. See: grade school.",9
elevated train,"  or railway n. in the USA, a subway  system that runs  on tracks elevated above the street on a bridge-like structure; sometimes called ""the elevated"", or the ""el"": The elevated railway runs across the city.",9
eleventh hour,  n.fig. the last possible moment for acting before difficulty or disaster: Labor and management reached an agreement at the eleventh hour and avoided a nationwide strike.,9
embarrassment,"/mbrsmnt, m/  n. [C;U]  1 a feeling of shame, discomfort, or self-consciousness: His face turned red with embarrassment. 2 s.t. or s.o. that embarrasses: The child's bad behavior made her an embarrassment to her parents.",9
emergency room,  or ER n. part of a hospital that takes care of sick or injured people who need immediate attention: The woman hurt in the accident was taken to the emergency room in an ambulance.,9
eminent domain,  n. [U] the right of the government to take and pay for private property for better use by the public: The town took most of our land by eminent domain to build a high school.,9
emir or  emeer,"/mr, emr/  n. a prince or governor usu. in Islamic countries: the Emir of Kuwait -n. emirate.",9
empty nest syndrome,"  n. feelings of loneliness and uselessness experienced by parents after their children grow up and move away from home: Their youngest son has gone away to college, and they're suffering from empty nest syndrome.",9
endangered species,  n. used with a sing. or pl.v. a plant or animal whose population is so low that it is in danger of extinction: We give money to the wildlife fund to protect endangered species.,9
engagement ring,  n. a gold or platinum ring with a diamond given to a woman by a man to show their agreement to marry,9
English muffin,"  n. a round yeasty bread usu. cut and toasted in halves: For breakfast, I had eggs and an English muffin.",9
enlightenment,"/nlatnmnt/  n. [U] 1 an explanation: The professor provided enlightenment on the subject. 2 the Enlightenment a movement in 18th-century Europe that emphasized scientific and rational thought, also known as the Age of Reason",9
entrepreneurial spirit,"/ntrprnril,  nr/  n. [U] a positive attitude toward risking time and money on new business ideas or on better ways of doing business",9
environmentalist,"/nvarnmntlst,  varn/  n. a person devoted to or employed in environmental concerns: She is an environmentalist working for the Pure Water Coalition. -n. environmentalism. ",9
equal opportunity employer,"  n. a business that hires people based on their ability to do a job, not on their age, skin color, race, national origin, or any mental or physical disability: Title VII of the Civil Rights Act of 1964 required all businesses to become equal opportunity employers.",9
Equal Rights Amendment,"  or ERA n.sing.  in USA, a proposed amendment to the Constitution guaranteeing equal treatment under the law to men and women",9
escape clause,"  n. a part of a contract stating conditions that would free a person, company, etc., from it: The actor insisted on an escape clause releasing him if filming did not begin by June 1.",9
esprit de corps,"/spridkr/  n. [U] group enthusiasm, (syn.) camaraderie: The ballet group has esprit de corps. See: élan.",9
establishment,"/stblmnt/  n. 1 [U] the creation or founding of s.t.: The establishment of a new business takes many years. 2 [C] a place of business: He runs a clothing establishment in Boston. 3 [U] the Establishment: the people with the power, influence, and money to control a society: Government officials and business leaders are part of the Establishment.",9
European Union,"  or EU n. formerly the European Community or EC, a group of countries in Europe working to create a stronger world market for European goods and  services.",9
even-tempered,"/ivntmprd/  adj. not easily angered, calm: Our family dog is very even-tempered, even if the children hurt her.",9
ex post facto,"/kspostfkto/  adv.adj.phr. (Latin for) after the fact: He should have stated his views first, rather than <adv.> ex post facto, when it was too late.",9
exchange rate,  n. the price at which one country's money may be traded for another's: What is today's exchange rate for the Japanese yen?,9
exchange student,"  n. a student from another country or college who studies in a foreign country: That woman from Spain is now an exchange student at California State University, Northridge.",9
exclamation point,"  n. a punctuation symbol (!) used for emphasis or forceful expression (anger, surprise, delight, etc.): Ouch! I hit my finger with the hammer!",9
excommunicate,"/kskmyunket/  v. [T] -cated, -cating, -cates to prohibit from receiving the holy blessings, esp. in the Roman Catholic Church:  When the divorced man remarried, he was excommunicated. -n. [C;U] excommunication.",9
executive officer,  n. 1 a business executive in charge of day-to-day business: The executive officer in our company has all department heads reporting to her. 2 a military officer second in command,9
executive secretary,  n. -ies a secretary with superior skills who works for an executive and often does important projects: My executive secretary writes all my letters and places purchase orders for the company. See: administrative assistant.,9
exhibitionist,"/ksbnst, gz/  n. a person who behaves or dresses in an unusual way to get attention: He dresses in bright pink clothes to shock people; he's an exhibitionist. -n. [U] exhibitionism.",9
expense account,"  n. a budget to pay for s.o.'s business expenses, such as travel and entertainment: Advertising executives have large expense accounts they use for travel and taking clients to dinner.",9
extemporaneous,"/kstmprenis/  adj. not written down, unrehearsed: The  politician made some extemporaneous remarks  before his formal speech. -adv. extemporaneously; -v. [I;T] extemporize.",9
extended family,  n. an entire family including many generations and relatives who may live in other households: Our entire extended family will be here for Thanksgiving dinner. See: nuclear family.,9
extracurricular,"/kstrkrkylr/  adj. outside (or) after school: His extracurricular activities include playing football and singing in the choir.Usage Note: Extracurricular activities are strongly encouraged for high school and  college students in the USA because they  help students develop many different skills and abilities. Common activities are playing sports, writing for a school newspaper, joining a science or language  club, playing in a band, or running for student government.",9
extraordinary,"/kstrrdnri, kstrr/  adj. 1 outstanding, wonderful: The violinist gave an extraordinary performance. 2 unusual, uncommon: She is a woman of extraordinary strength (ability, intelligence, etc.). -adv. extraordinarily.Thesaurus: extraordinary 1 amazing, phenomenal, fantastic 2 rare, unique, exceptional. Ants. ordinary, common. ",9
extrasensory perception,"  or ESP /kstrsnsri/ n. [U] the ability to sense information or events beyond the normal senses of seeing, hearing, etc.: She has extrasensory perception (or) ESP and knows when s.o. is thinking about her.",9
extraterrestrial,/kstrtrstril/  adj. related to outer space: Scientists search for extraterrestrial life.,9
faint-hearted,"/fenthrtd/  adj. lacking courage, fearful, (syn.) cowardly: He was too faint-hearted to climb the mountain with the others.",9
fair trade agreement,  n. an agreement between a manufacturer and its distributors that its products will be sold at or above an agreed-upon price: Fair trade agreements prevent one store from selling a product at a much lower price than another.,9
fait accompli,"/fetkmpli, t, f/  n. sing.frml. (French for) a completed action that cannot be changed: Your daughter's marriage to that fellow whom you dislike is a fait accompli, so accept it.",9
fallopian tube,/flopin/  n. one of two tubes connecting the uterus with the ovaries: The woman had a blocked fallopian tube.,9
false pretense,"  n. an action meant to deceive, (syns.) deceit, duplicity: He borrowed money from friends under the false pretense of  needing to buy food, and then he spent it on a party.||He borrowed the money under false  pretenses.",9
false-hearted,"/flshrtd/  adj. deceitful, disloyal: He was a false-hearted man who only pretended to love her.",9
falsification,/flsfken/  n. an act of falsifying: The falsification of the documents was proved in a court of law.,9
family planning,  n. [U] the use of birth control methods to limit the number of children one has: One can learn about family planning by reading books or by visiting social service clinics.,9
fashion plate,"  n.fig. a person who dresses in the latest style: He is a fashion plate, always dressed like a model.",9
father figure,"  n. a man to whom others look for advice and support: Since the death of the boy's father, his uncle has acted as a father  figure.",9
father-in-law,/frnl/  n. fathers-in-law the father of either one's husband or one's wife: He and his father-in-law often have  disagreements.,9
featherbedding,"/frbd/  n. [U] under a labor union rule, the hiring of more workers than are actually needed: The owner of the newspaper blamed featherbedding for the price increase.",9
featherweight,"/frwet/  n. 1 a boxer who weighs 118 to 127 pounds 2 fig. a person of limited ability and importance, (syn.) lightweight: Sally's boss is such a featherweight; nobody listens to him.",9
Federal Bureau of Investigation,  n. See: FBI.,9
Federal Reserve System,"  n. (in USA) 12 federal banks and their branches that control the nation's banking system: The Federal Reserve System was founded by law in 1913.Usage Note: Federal Reserve banks lend money to commercial banks, which then make loans to businesses and individual customers.",9
feeble-minded,"/fiblmandd/  adj. 1 having below-normal intelligence: The poor man has been feeble-minded since birth. 2 mentally weak because of old age, (syn.) senile: We knew the old woman was becoming feeble-minded when she started getting lost in her own neighborhood.",9
fee-splitting,"  n. [U] a practice, usu. among lawyers and physicians, of sending clients to other members of their profession and then dividing the fees: I stopped going to that doctor when I discovered that he practiced feesplitting.",9
felicitations,/flstenz/  n.pl.frml. congratulations: Felicitations on your  promotion!,9
fertilization,/frtlzen/  n. [U] 1 the union of egg and sperm that starts the development of new life: The fertilization of many plants is done by bees. 2 the adding of a chemical or natural substance to soil to make plants grow well: Fertilization of the soil is done in the fall before snow falls. See: sperm; ovum.,9
fetal position,"/fitl/  n. having the knees bent up toward the head like a fetus, often when lying on one's side: He was asleep in the fetal position.",9
Fifth Amendment,"  n. 1 (in law) from the Fifth Amendment to the U.S. Constitution, which says that a person accused of a crime is permitted to remain silent 2 to take or plead the Fifth (Amendment): To refuse to incriminate oneself: In court, she took the Fifth; she did not respond to the lawyer's questions.Usage Note: Many famous criminals have taken the Fifth Amendment, so people think that almost anyone who does must be guilty. It is common to hear the phrase used as a joke: ""Did you borrow my red sweater?"" ""I'll have to take the Fifth on that.""",9
fighting chance,  n. a possibility to succeed with great effort: Our team is way behind in the score but still has a fighting chance to win.,9
figure of speech,"  n. a word or phrase that expresses meaning in a colorful way, usu. through comparison: A typical figure of speech is ""They danced until the cows came home,"" which means they danced for a very long time.",9
figure skating,  n. [U] the sport of ice skating in various patterns (or figures): People love to go figure skating on frozen lakes. -n. figure skater.,9
fillet or filet,"/fle, fle/  n. a boneless piece of fish or meat: Fillet of sole is my favorite fish recipe.  v. [T] filleted or fileted, filleting or fileting, fillets or filets 1 to cut into thin pieces: The cook filleted the steak into thin slices. 2 to remove bones: I filleted the fish before cooking.",9
filling station,"  n.infrml. a gas station: We stopped the car at a filling station to buy some gasoline.Usage Note: At a full-service filling station an attendant puts gas in your car and will, if asked, clean the windshield, check the oil, and put air in the tires. A self-service station may have no attendant, so you must pump the gas and do any other tasks yourself.",9
finance charge,"  n. the interest charge on a loan, plus any fees: The finance charge on the loan is 10%, plus a $50 application fee.",9
financial institution,  n. a bank or company that handles money for business and individuals: Financial institutions in the USA are regulated by the government.,9
financial markets,"  n.pl. the bond markets, stock markets, commodities markets, etc. that accept money and turn it into equity  instruments: The financial markets suffered in the recession.",9
financial statement,  n. a report showing profit and loss for a business or institution: We received the financial statement of the company that is for sale.,9
financial year,  n. See: fiscal year.,9
fine-tooth(ed) comb,/fantu(t)/  n.fig. to go over with a fine-tooth(ed) comb: to examine carefully and closely: She went over the contract with a fine-toothed comb and asked many questions before signing it.,9
finger printing,  n. the process of getting fingerprints: The finger printing of the suspect took place at the police station.,9
finishing school,  n. a two-year school for young rich women as preparation for taking their place in society: She went to finishing school in New England and then returned to Michigan to marry.,9
fire department,  n. the organization responsible for putting out unwanted fires in a city or town: The fire department put out a blaze in the building next door to my house.,9
fire extinguisher,  n. a container containing chemicals under pressure that are shot through a hose to put out fires: We keep a fire extinguisher in the kitchen.,9
first edition,  n. the first printing of a book: I have a first edition of Gone with the Wind signed by the author.,9
first offender,  or first-time offender n. a person who has broken the law for the first time: The judge let the man go without punishment because he was a first offender.,9
First World War,  n. World War I: Germany and Italy were on opposing sides in the First World War.,9
first-generation,"  adj. being the first children of immigrants to be born in the new country: My parents came from Italy to America, and I was born in America; I am a first-generation American.",9
fish and chips,"  n. fried pieces of fish served with French fries: Every Friday, he enjoys fish and chips for lunch.",9
five-and-dime,  n.adj. See: five-and-ten.,9
flame-retardant,"/flemritrdnt/  adj. resistant to fire by not burning quickly: The materials used in some rugs (clothing, curtains, etc.) are treated with a flame-retardant chemical.",9
fleabag hotel,"/flibg/  n. a cheap hotel, (syn.) flophouse: He is a poor man who lives in a fleabag hotel.",9
flibbertigibbet,"/flbrtidbt/  n.infrml. a silly, talkative person: Everyone thought of  her as a flibbertigibbet; no one took her ideas seriously.",9
flier or flyer,"/flar/  n. 1 [C;U] a person who travels on an airplane: Frequent fliers receive free flights from airlines. 2 a pilot: He is a flier in the Air Force. 3 a small printed notice that gives information or advertises s.t.Thesaurus: flier 3 a leaflet, handout, circular.",9
flight attendant,  n. a person who serves passengers on a plane and is responsible for their safety: The flight attendants served dinner on our flight from Los Angeles to Dallas.,9
flying saucer,  n. a spacecraft from another world: People frequently report seeing flying saucers.,9
fogy or fogey,/fogi/  n. -gies or -geys a person with old-fashioned ideas who won't change: He acts like an old fogy; he doesn't use his electric heat because he still thinks a house should be heated by a fireplace.Usage Note: Fogy usually appears with the word old: old fogy.,9
follow-through,"  n. [U] 1 (as in golf, tennis, and baseball) the arm movement that continues after a ball is hit: She plays tennis well and has a good follow-through. 2 step(s) to completion: He has creative ideas, but is weak on the follow-through.",9
Food and Drug Administration,"  n. abbr. FDA in the USA, the government agency that checks the safety of food, medicine, and medical procedures: The FDA has recently approved a new drug for the treatment of AIDS.",9
food poisoning,  n. [U] a stomach illness caused by eating contaminated food: A traveler got food poisoning from eating bad shellfish.,9
food processor,  n. a machine that cuts and mixes food: My father uses a food processor to make soup.,9
fool's paradise,  n. a state of happiness based on an illusion: She's living in a fool's paradise if she thinks her job is secure.,9
foot-dragging,"  n. [U] deliberate slowness in doing s.t., delaying: He applied for a travel visa long ago, but because of foot-dragging the consulate has not approved it yet.",9
force majeure,"/frsmr/  n. (French for) an act of God, referring to damage to goods by flood, fire, accident, etc.: According to the agreement, the company is not responsible for force majeure.",9
forebear or forbear,/frbr/  n.frml. ancestor: His forebears came to America from Japan. See: forbear.,9
foreign exchange,"  n. 1 payments made between foreign governments, countries, and businesses 2 the process of changing the type of money used in one country into that of another's 3 the system for this: The value of the dollar has gone down on the foreign exchange.",9
foreign policy,  n. -cies the set of beliefs guiding a government's relations with other countries: Many people disagree with the President's recent foreign policy decisions.,9
foreign service,  n. [U] the government department representing the interests of the nation in foreign countries: She began her career in the foreign service working at the American Embassy in Tokyo.,9
foreknowledge,"/frnld, frnld/  n. [U] knowledge about s.t. before it happens: He made the trip into the jungle with the foreknowledge that the area was dangerous.",9
foreshortening,/frrtn/  n. [U] (in drawing or painting) the technique of making a figure short to show depth and distance: Ancient Greek artists discovered foreshortening. -v. [T] foreshorten.,9
forget-me-not,  n. a small plant with blue flowers,9
fortification,/frtfken/  n. 1 [U] an act of strengthening a military position or fort: Fortification of the town went ahead quickly. 2 [C] usu. plural the walls and other structures of a military position: The fortifications were ten feet thick.,9
fortune cookie,  n. a cookie containing a small piece of paper that gives advice or tells one's future: Chinese restaurants offer fortune cookies as dessert.,9
fortune teller,  n. a person who tells one's future: The fortune teller said that I would live to be a hundred.,9
founding father,"  n. 1 a person who sets up or originates s.t.: He is the founding father of that law firm. 2 Founding Fathers: in the USA, the people who created the country's political system, esp. a signer of the Declaration of Independence: The Founding Fathers met at the Constitutional Convention in 1787.",9
four-leaf clover,"  n. a small green plant with four leaves, seen as a symbol of good luck: It's difficult to find a four-leaf clover.",9
four-letter word,"  n. any of several rude, offensive words in general typically containing four letters: He uses four-letter words constantly.",9
fourth dimension,"  n. (in physics) time in addition to the three dimensions of height, width, and depth: Science fiction writers sometimes explore the fourth dimension.",9
fourth estate,  n. newspapers and magazine journalists: The fourth estate has great influence on public opinion.,9
Fourth of July,  n. (in USA) Independence Day: The Fourth of July is a day of great celebration across the United States.,9
fragmentation,"/frgmnten, mn/  n. [U] the process of breaking into pieces: The fragmentation of political parties makes governing difficult.",9
free associate,"  v. [I] -ated, -ating, -ates (in psychiatry) to say all the things that come to mind on a given topic: The therapist encouraged the client to free associate on all the things he remembered about his mother.",9
free enterprise,  n. [U] an economic system in which individuals and companies conduct business with minimal government control: <n.> Free enterprise encourages competition between businesses.,9
freebie or freebee,"/fribi/  n.infrml. a gift, s.t. free: My friend gave me a concert ticket and other freebies.",9
free-floating,  adj. (in finance) responding to natural market forces without government interference: The exchange rates between currencies are free-floating as they change hourly.,9
freezing point,  n. the point at which water freezes: The freezing point is 32 degrees Fahrenheit or 0 degrees Celsius.,9
freight train,  n. a train with one or more powerful engines pulling a large number of freight cars: Some freight trains have so many freight cars that they are a mile long.,9
French dressing,"/frnt/  n. [C;U] (in USA) 1 vinegar and oil mixed together, often with herbs for salads 2 a pinkish, creamy salad dressing: French dressing tastes delicious on a fresh salad.",9
fringe benefit,"  n. a valuable service or privilege provided to an employee by an employer in addition to salary, such as medical, dental and life insurance, or a retirement plan: The fringe benefits at that company are excellent.",9
Fu Manchu mustache,/fumntu/  n. a style of mustache that hangs down on either side of the mouth: He looks very mysterious with his dark glasses and Fu Manchu  mustache.,9
fundamentalism,"/fndmntlzm/  n. (in religion) an insistence on a traditional interpretation of basic religious documents, such as the Bible, and strict obedience to their teachings and laws: Fundamentalism has had a rebirth in many parts of the world. -n.adj. fundamentalist.",9
garden-variety,"  adj. ordinary, common: It's just your ordinary garden-variety mystery novel, nothing special.",9
general anesthetic,  n. a substance that stops the feeling of pain throughout the whole body: The patient was given a general anesthetic for major surgery on his stomach.,9
General Assembly,  n. 1 the main group of members of the United Nations: The General Assembly met to hear the Russian President speak. 2 the law-making group in some US states,9
general election,"  n. an election (as opposed to a primary) in which citizens choose members of local, state, and national governments: The general election for Congress is held in November every other year.",9
general partner,  n. one of two or more partners in a company who are responsible for any financial problems in that company: The general partners in that law firm make a lot of money.,9
general practitioner,"  or GP n. a doctor of general medicine, a nonspecialist: Our family doctor is a general practitioner.",9
generalization,"/dnrlzen, dnr/  n. a general statement about s.t. without reference to details or important differences: Politicians are famous for making speeches full of generalizations.Thesaurus: generalization a generality, sweeping statement, an all-encompassing statement | imprecise thinking. Ant. a specific.",9
generation gap,  n. the differences in interests and ideas between older and younger people,9
Geneva Convention,/dniv/  n. a set of rules followed by some countries about the treatment of people hurt or taken prisoner during war: Most nations follow the Geneva Convention in wartime.,9
gentleman's agreement,"  n. a spoken, unwritten agreement made between people who trust each other: We have a gentleman's agreement to share expenses for a summer house with five others.",9
gentrification,"/dntrfken/  n. the process of changing a poor (housing) area into a middle-class area by people with money who move there and make the area too expensive for poorer people to live in: Gentrification is taking place in parts of Harlem, New York, and rent prices are going up quickly. -v. [T] gentrify /dntrfa/.",9
German shepherd,"/drmn/  n. a type of strong, large dog with a blackish-brown coat: The German shepherd is often used as a police dog.",9
give-and-take,"  n. a willingness of people on both sides to listen to each other and to accept (some of) the other's wishes or opinions, (syn.) a compromise: There must be give-and-take from both countries if this war is to end.",9
glass ceiling,"  n.fig. an upper level or point that is difficult for s.o., usu. a woman, to pass because of discrimination: She hit the glass ceiling in her company after she became a manager, and could not rise any higher.Usage Note: While 45% of middle managers in the USA are women, only 5 percent are senior managers. One reason it is difficult for women to rise above the glass ceiling is because these senior-level jobs have traditionally been held by men. As more and more women enter the workforce, these patterns of discrimination will begin to change more rapidly. ",9
global warming,  n. a slow increase of the temperature of the air around the earth caused by pollution: Some scientists say that global warming is the biggest environmental danger. See: greenhouse effect.,9
glove compartment,  n. a small box in front of the passenger's seat in a car that holds small items and has a door that opens and closes: We store maps in the glove compartment.,9
goldfish bowl,  n. 1 a bowl in which goldfish are kept 2 fig. a small place without privacy: My office is like a goldfish bowl; people can see everything I do.,9
Good Samaritan,/smrtn/  n. a person who helps another in trouble: We had a car accident and a Good Samaritan stopped and took us to the hospital.,9
good-for-nothing,"  n. a lazy, undependable person: He never keeps his promises; he's a good-for-nothing.",9
goose pimples,  n.pl. goose bumps,9
Government Issue,  or GI n.adj. s.t. that is provided by the government: The savings bonds are Government Issue.,9
governor-general,  n. a governor of a large territory to whom other governors report,9
grade point average,"  n. the average of a student's marks in which 4.0 is considered perfect: He has a 3.7 grade point average for his four years of college study.Usage Note: Abbreviated as GPA. The  numbers correspond to these letter grades:  4.0 = A, 3.0 = B, 2.0 = C, 1.0 = D, 0 = F",9
graduate school,"  n. an academic institution where students study for a higher degree (M.A., M.S., etc.) after they have received a first college degree: Sylvia is in graduate school at Georgia State University.",9
grammar school,  n.old usage elementary school,9
granddaughter,/grndtr/  n. a daughter of one's child,9
grandfather clock,  n. a clock in a tall wooden  frame that stands on the floor: The grandfather  clock standing in the corner chimes every hour.,9
gratification,/grtfken/  n. a sense of pleasure and satisfaction: Teachers find gratification in the success of their students.,9
grease monkey,"  n. pej.fig. a mechanic: Oh, he's just a grease monkey at the local garage.",9
greenhouse effect,  n. the gradual increase in the warmth of the air around the earth because the heat cannot leave the atmosphere: Many people are afraid that the greenhouse effect will cause serious weather problems on earth.Usage Note: The greenhouse effect can already be seen in the extreme temperatures of recent years. Even areas with usu. moderate climates report much hotter summers and colder winters. See: global warming.,9
greeting card,"  n. a card, usu. folded and printed with a message inside, such as ""Get well"" or ""Happy Birthday"": I sent my friend a greeting card for her birthday.",9
