word,definition,weight
doe,/do/  n. 1 a female deer: Does give birth to fawns. 2 doe-eyed: with large beautiful brown eyes: She is a lovely doe-eyed girl.,9
dog,"/dg, dg/  n. 1 any of a variety of four-legged meat-eating animals usu. kept as pets or to work (for farmers, police, etc.): Americans have a saying, ""A dog is man's best friend."" 2 infrml. a guy: He won Lotto? What a lucky dog he is! 3 infrml.pej. s.o. who is not good-looking 4 dog days of summer: very hot summer weather: August usually brings the dog days of summer. 5 infrml. to go to the dogs: to get into bad condition: No one has taken care of the grass or equipment at our local playground, so it's gone to the dogs. 6 fig. to let sleeping dogs lie: to leave things as they are, so as not to start up trouble: I know we should get her to do more of the work, but I'd rather let sleeping dogs lie. 7 infrml. top dog: the winner or person with most power: In the competition among the salespeople, she came out as top dog. See: underdog. 8 fig. to teach an old dog new tricks: to get s.o. to change old ways and habits: I've tried to show him how much easier his job would be with a computer, but you can't teach an old dog new tricks. 9 infrml. to work like a dog: to work hard without rest: We worked like dogs to finish the job on time.  v. [T] dogged, dogging, dogs to follow closely, (syn.) to pursue: Her new friend dogs her footsteps wherever she goes.",9
don,"/dn/  v.frml. [T] donned, donning, dons to put on, dress: She donned a beautiful dress and went to the opera.",9
dot,"/dt/  n. 1 a small point, mark: the dot over an ""i"" 2 a round figure, either large or small, in a pattern: She wore a blouse with large polka dots on it. 3 the period used for punctuation in an Internet address, when spoken as in: The President's address is www dot whitehouse dot gov. 4 infrml. on the dot: exactly on time: He arrived at 9:00 on the dot. See: .gov. v. [T] dotted, dotting, dots 1 to mark with a dot or dots: The writer dotted an ""i.""||Small towns dot the map in farm country. 2 to dot the i's and cross the t's: to finish the details: We have the general agreement; now it is time to dot the i's and cross the t's.Thesaurus: dot n.1 a pin point 2 a circle, spot, speck.",1
Dr.,/dktr/  abbr. of doctor,9
dry,"/dra/  adj. drier, driest 1 without water or moisture: I have dry skin in the winter. 2 amusing but expressed in a serious manner: You have a dry sense of humor; I never know when you're serious or joking. 3 where alcoholic drinks are not permitted, esp. in public places: In a dry town, stores can't sell alcohol. 4 (of wine) not sweet or fruity: dry champagne  v. [I;T] dried, drying, dries 1 to remove moisture from s.t.: Dry the dishes with a dish towel. 2 to preserve by drying: Fishermen dry fish in order to eat them at a later time without refrigeration. 3 phrasal v. sep. to dry (s.o.) out: (to cause s.o.) to stop drinking alcohol: He decided to try to dry out his roommates.||He tried to dry them out.Thesaurus: dry adj. 1 bone-dry, dried up | arid, dehydrated, parched. Ant. wet. 2 deadpan,droll, subtle. v. 1 to dry off, wipe off, soak up | dehydrate. Ant. to wet. 2 to cure, smoke.",9
dub,"/db/  v. [T] dubbed, dubbing, dubs 1 to replace the original spoken language of (a film): The voices in that English film were dubbed into French (Spanish, Chinese, etc.). 2 to copy a recording, usu. from the original: The studio dubbed the soundtrack of the film and sold it as a CD. 3 to name, describe as: The 1950s were dubbed as the ""Age of Anxiety.""",9
dud,"/dd/  n. 1 a bomb or bullet that fails to explode 2 infrml.fig. a failure, disappointment: That lousy play we saw last night was a dud. See: duds.",9
due,"/du/  adj. 1 required to be finished, submitted, paid, etc. (at the stated time): The report is due next week.||The rent is due tomorrow. 2 expected, scheduled: The plane is due to arrive at 4:00. 3 due to: because of, as a result of: Her good grades are due to her hard work. 4 frml. in due time or course: at the proper time: The boss said to be patient, and I'll get a raise in due time.Thesaurus: due adj. 1 payable | mature, outstanding, unpaid.  n. [U] to give s.o. their due: to give s.o. what he or she deserves: I thought he would make a mess of it, but to give him his due, he did a good job. See: dues. adv. due north (south, east, etc.): exactly (in the direction given): We'll fly due west from here. ",9
dug,/dg/  v. past tense and part. of dig,9
DUI,  adj. abbr. for driving under the influence (of alcohol or drugs): Some police departments use roadblocks to stop drivers who may be DUI.,1
duo,"/duo/  n. duos a pair of people, usu. musicians: She and her husband are a singing duo in nightclubs.",9
DVD,"/dividi/  abbr. for digital versatile disc, a type of videodisc or compact disc (CD) that holds a large amount of music, video, text, and other information: The DVD version of that movie includes interviews with the director and actors.",9
DWI,"  adj. abbr. for driving while intoxicated: In this state, the first time you are caught DWI, you can lose your driver's license for 90 days.",9
dye,"/da/  n. [C;U] a solution used to color  cloth or hair: He used a blue dye to color the  curtains.  v. [T] dyed, dyeing, dyes to color with dye: She dyes her hair red. -n. [U] dyestuff.Thesaurus: dye n. a pigment, shade, tint, stain. v. to tint, stain.",9
ear,"/r/  n. 1 one of the two organs for hearing and balance, located on either side of the head: Rabbits have big ears. 2 ear of corn: corn on the cob, the part of the corn plant that holds  the kernels of corn together: At American  barbecues, people eat hamburgers, hot dogs, and ears of corn with butter. 3 to be all ears: to be eager to hear news or gossip: My friend was all ears when I told her about my new boyfriend. 4 to go in one ear and out the other: for s.o.'s words or instructions to be heard but ignored or disregarded: She tells her children what to do, but it goes in one ear and out the other. 5 to have a good or tin ear: to have good or poor ability to understand sounds: He has a good ear for music. 6 to have an ear to the ground: to be aware of what is going on: He knows all the latest news; he always has his ear to the ground. 7 to lend an ear: to listen carefully to s.o.  8 to play by ear: to play (an instrument) without following written music  9 to play it by ear: to react as events happen without planning: We can't plan for this meeting, so let's just go and play it by ear. 10 to turn a deaf ear: not to listen: When I tell him to stop drinking, he turns a deaf ear to me. 11 infrml. up to one's ears: having too much work or trouble: She's up to her ears in work.",9
eat,"/it/  v. ate /et/, eaten /itn/, eating, eats 1 [I;T] to take (food) into the mouth, chew, and swallow: He eats anything put in front of him. 2 [I] to have a meal: Let's go out to eat. 3 [I] fig. to annoy, irritate: He's angry; I wonder what's eating him?(syn.)eat 1 to consume (food) | munch on, chew on | devour, wolf (down). Ant. to hunger for.3 to bother. 4 phrasal v. insep. [T] to eat away at or into s.t.: to corrode, waste away: The metal is eaten away by rust. 5 to eat crow or eat dirt or eat humble pie or eat one's hat or eat one's words: to be forced to admit defeat or being wrong: Now that they've proved him wrong, he's eating crow (his words, etc.). 6 to eat high off the hog: to dine or live very well: They are going out to dinner nearly every night; they are eating high off the hog. 7 to eat like a bird or like a horse: to eat very little or a lot  8 to eat one's heart out: to have strong and painful desires or regret: When his wife left him, he ate his heart out. 9 to eat oneself up with s.t.: to be overcome with a negative feeling, such as jealousy, desire, guilt, etc.: He feels responsible for his son's death and is eating himself up with guilt. 10 phrasal v. [I] to eat out: to dine in a restaurant: He is a bachelor and eats out frequently. 11 to eat out of s.o.'s hand: to be controlled or influenced by s.o.: She has the group eating out of her hands; they agree with everything she says. 12 to eat s.o. alive: to destroy in some way: He didn't know how to do the job and was eaten alive by his boss when he made mistakes. 13 to eat s.o. out of house and home: to eat all the food in the house: When our cousin came to visit, he was so hungry that he ate us out of house and home. 14 infrml.slang to eat s.t. up: to delight in s.t.: When his girlfriend praises him, he just eats it up. 15 to have one's cake and eat it too: to spend s.t. or use it up, but also try to keep it: She wants to save money but also have expensive cars, vacations, and parties; she wants to have her cake and eat it too.",9
ebb,"/b/  n. [U] 1 a flowing away, esp. the ocean's water moving away from the shore: The tide is on the ebb now. 2 ebb tide: the period when the tide flows out v. [I] to flow away, decline, (syn.) to recede: The tide ebbed early this morning.||The old man's strength ebbed as his illness got worse.",1
ECG,/isidi/  or EKG /ikedi/ n.abbr. of  electrocardiogram,9
eel,"/il/  n. 1 a snake-like saltwater or freshwater fish: Many people like to eat eels. 2 slippery as an eel: tricky, deceitful: That guy is as slippery as an eel; don't trust him.",9
EFL,/ifl/  abbr. for English as a Foreign Language: She taught EFL in Portugal for 21 years before returning to her home in the USA.,9
egg,"/g/  n. 1 a round or oval-shaped shell in which a baby bird, reptile, or insect grows: Chickens lay eggs, as do other birds. 2 a bad egg: a bad or dishonest person: Don't trust your new friend; she is really a bad egg. 3 to have egg on one's face: to make a fool of oneself: Our team was completely unprepared to answer questions at the meeting; when it was over, we had egg on our faces. 4 to lay an egg: to fail miserably: The audience did not laugh at the comedian; he laid an egg. 5 to put or have all of your eggs in one basket: to risk all that  one has in one investment or situation: We were warned not to invest all our money in one stock so we wouldn't have all of our eggs in one basket.",9
ego,/igo/  n. egos 1 one's feeling about one's self: The awards he received for his talent as a painter strengthened his ego. 2 a feeling of self-importance: He has a big ego; he thinks he's important.,9
eke,"/ik/  v. [T] eked, eking, ekes to manage to make enough money to survive (usu. used with ""a living""): He eked out a living by selling newspapers on the street.",9
EKG,/ikedi/  n.abbr. of electrocardiogram,1
elf,"/lf/  n. elves /lvz/ a small, mischievous, imaginary person in folktales -adj. elfish. See: leprechaun. ",9
elk,/lk/  n. elk a large member of the deer family: Those elk are over six feet (two meters) tall at the shoulder.,9
elm,"/lm/  n. a tall, leafy shade tree: The elms  of New England are dying from Dutch elm  disease.",9
ELT,/ilti/  abbr. for English Language Teaching,9
end,"/nd/  n. 1 the last part of s.t., (syn.) the extremity: the end of a stick (wire, street, etc.) 2 the last part in time, the finish, (syns.) the termination, conclusion: the end of a story (a class, a year, etc.) 3 a serious conclusion, such as destruction or death: the end of all hope (one's marriage, a life, etc.) 4 frml. a goal, purpose: The company wanted to improve its image, so to that end, it hired a popular athlete to appear in its advertisements. 5 at s.o.'s end: in s.o.'s area of responsibility: Have there been any problems at your end of the project? 6 at the end of one's rope: totally blocked and frustrated: He has tried everything to stop smoking, but he cannot do it, and now he is at the end of his rope. 7 (at) the end of the line: (at) the final point of an activity or relationship where there can be no more progress: We argue all the time, so this is the end of the line. Good-bye! 8 end to end: with the ends of objects touching each other: We put two tables end to end to make one long table. 9 infrml. no end of: a lot of: The boy caused no end of trouble for his parents. 10 on end:  a. placed on an extremity, upright: A worker stood the table on end so that he could paint its underside. b. (of time) for a long time without stopping: She waited for days on end before his letter finally arrived. 11 to bring to an end: to conclude, terminate: The manager brought the meeting to an end. 12 infrml. to go off the deep end: to do s.t. that is very foolish or risky: He bought a boat he cannot afford; he went off the deep end! 13 to hold up or keep up one's end: to do what one agreed to do: You promised to pay half the cost, so give me a check and hold up your end of the bargain. 14 to make ends meet: to get enough money to pay for necessities and survive financially: I make just enough money to make ends meet, to pay the rent and buy food. 15 to put an end to: to stop (usu. s.t. that is annoying): I put an end to her complaints by simply telling her to stop!  v. 1 [I;T] to make stop, bring to an end: We ended our conversation with a promise to see each other again. 2 [I] to come to a stop, finish: The sandy beach ends two miles north of here. 3 phrasal v. insep. [I] to end in s.t.: to result in: The meeting ended in a confrontation. 4 to end it all or to put an end to it all: to kill oneself, commit suicide: He had cancer and decided to end it all by shooting himself. 5 phrasal v. [I] to end up: to come finally to a particular place or position: She ended  up owning the company where she had gotten her first job. See: dead end.Thesaurus: end v. 1 to finish, conclude, terminate 2 to leave off, run out. Ant. to begin.",9
eon,"/in, in/  n. 1 an extremely long period of time, thousands or millions of years: The layers of rock on the ocean floor took eons to develop. 2 in eons: in a long time: Where have you been? I haven't seen you in eons.",9
err,"/r, r/  v.frml. [I] to make a mistake, (syn.) to blunder: He erred when he added the numbers incorrectly.",1
ESL,/isl/  abbr. for English as a Second Language: He teaches ESL to students in a high school.,9
ESP,/ispi/  abbr. for extrasensory perception,9
eve,"/iv/  n.sing. 1 the evening before an event, esp. a holiday: We celebrated on New Year's Eve. 2 a period just before an event: In 1917, Russia was on the eve of revolution.",9
ewe,/yu/  n. a mature female sheep: The ewes have a full coat of wool now.,9
eye,"/a/  n. 1 the organ of sight: She has beautiful brown eyes. 2 the center of s.t.: the eye of a hurricane 3 the hole in a needle  4 an eye for an eye: hurting s.o. in the same way they hurt s.o. else: That kid broke my brother's nose, so I broke that kid's nose; it's an eye for an eye! 5 in the eyes of: in the opinion of, according to: I think you did the right thing, but in the eyes of the law, it was wrong. 6 infrml. My eye! or In a pig's eye!: I don't believe it; I disagree.  7 to catch s.o.'s eye: to get s.o.'s attention: I tried to catch the waiter's eye. 8 infrml. to give s.o. the eye or to make eyes at: to show admiration, flirt: As soon as she walked into the room, he started giving her the eye. 9 to have an eye for: to be a good judge of (esp. s.t. requiring a sense of beauty): She has an eye for color, and her house and clothes are very attractive. 10 to keep an eye on s.o. or s.t.: to watch in a protective way: When we went away on vacation, I asked the neighbors to keep an eye on our house. 11 infrml. to keep an eye on the ball: to pay close attention to what one is doing so as not to make mistakes: He makes mis-takes in his work; he needs to keep his eye on the ball. 12 to keep an eye out for: to watch for, (syn.) to be on the lookout for: We need a new sofa, so I'm keeping an eye out for a good sale on furniture. 13 infrml. to keep one's eyes open or peeled: to watch carefully: We're going into a dangerous neighborhood, so keep your eyes peeled. 14 to only have eyes for: to be interested only in (a person): Lots of men are attracted to her, but she only has eyes for her husband. 15 to see eye to eye (with s.o.): to agree: We see eye to eye on the matter, so let's sign a contract. 16 with an eye to: with a plan in mind to: He's buying land with an eye to building a house on it someday. 17 with one's eyes open: knowing the risks of s.t.: It's a difficult job, but she went into it with her eyes open, so she has no right to complain now.  v. eyed, eyeing or eying, eyes [T] to look at, esp. with interest or suspicion: The old man eyed his new neighbor with distrust.Thesaurus: eye v. to gaze at s.t., observe, stare at (s.o. or s.t.)",9
fad,"/fd/  n. a fashion that lasts a short time: The current fad among young people is to wear baseball caps.Thesaurus: fad a trend, craze | whim.",9
fag,/fg/  n. 1 pej.slang a male homosexual  2 slang a cigarette: Can you give me a fag?Usage Note: Many people consider the terms fag and faggot offensive. Gay is the preferred alternate term for homosexual.,1
fan,"/fn/  n. 1 an admirer: When the rock star appeared on stage, her fans went wild. 2 a handheld or mechanical device that creates a current of air in order to cool: In the summer, we turn on the fan to keep cool.  v. fanned, fanning, fans 1 [T] to move air with a fan: I fanned the flames in the fireplace. 2 [I;T] to spread out: The villagers fanned out across the countryside in search of the lost child.Thesaurus: fan n.1 a supporter, follower | groupie infrml., enthusiast frml.",9
far,"/fr/  adv. farther /frr/ or further /frr/, farthest /frst/ or furthest /frst/ 1 to a great distance: We had to walk far to get to the nearest gas station. 2 to a great extent: The effects of the disaster will  last far into the future. 3 to a greater extent, much: He failed the test but promises to do  far better next time. 4 to a certain distance or extent (usu. used in questions): How far away is the nearest subway station? 5 as far as: a. to a specific point in space: From the hill, we could see as far as the nearest village. b. to the extent that: As far as I know, the trains are running on time. 6 by far: greatly, very much: He is by far the best football player in the league. 7 far and away: without any doubt, (syns.) absolutely, unequivocally: She is far and away the best teacher on campus. 8 far and wide: everywhere, all over the place: He looked far and wide for his lost wallet. 9 far be it for me to say: I cannot say because I have the same or worse fault: Far be it for me to say that you should get married; I've been divorced twice. 10 far from: not at all: We are far from happy with the results of the election. 11 far from it: definitely not, not the way it is: I don't want to go on vacation; far from it, I need to look for a new job. 12 far off: a. in the distant future: The date of our departure is not far off. b. incorrect: He is not far off when he says that the economy is improving. 13 on the far right/left: (in politics) holding extreme views: Some politicians on the far right are becoming more powerful in that country. 14 so far, so good: everything has been fine until now: I was worried that my math course was going to be difficult, but so far, so good. 15 to go far: to succeed: She is a hard worker and will go far in her profession.  adj. 1 distant: Flying to China is a far journey. 2 a far cry: very different, a long way from: That textbook is a far cry from being readable; no one can understand it.Thesaurus: far adv. 1 a long way. Ant. near. 2 well, way 3 much, considerably, significantly 4 distant,far off, remote. Ant. near. adj. 1 long, lengthy. Ant. short.",9
fat,"/ft/  adj. fatter, fattest 1 overweight, heavy: She exercises every day to avoid getting fat. 2 thick: The thief began to follow the man with the fat wallet. 3 a fat check: a check for a large amount of money: I received a nice fat check in the mail this morning. 4 fat chance: (used ironically) no chance at all: I told my friend that I'm going to win the lottery this week, and he said, ""Fat chance!"" See: overweight, USAGE NOTE. n. 1 the layer of flesh under the skin: He has a lot of fat around his middle. 2 a soft solid or liquid oily substance found in animals or plant seeds: Some beef has a lot of fat in it. 3 this substance specially prepared for use in cooking: There's a lot of butter in the cream sauce, so it's high in fat. 4 to live off the fat of the land: to live well without having to work: That man has no intention of looking for a job; he's just going to live off the fat of the land as long as he can.Thesaurus: fat adj. 1 chubby, stout, plump | obese. Ants. thin, skinny.",9
fax,"/fks/  n. faxes 1 a document sent electronically through telephone lines: I sent a fax of my letter (order, illustration, etc.) to our Hong Kong office. 2 a machine used to send an electronic document, a fax machine v. [T] faxed, faxing, faxes to send a fax: I faxed it this morning. See: facsimile.",9
FBI,"/fbia/  n.abbr. for Federal Bureau of Investigation in USA, the government agency that investigates crimes in which a national law has been broken: The FBI discovered that the man was selling military secrets to a foreign government.Usage Note: People usu. refer to government agencies such as the FBI (Federal Bureau of Investigation) by their initials because their names are so long. Others are the FDA (Food and Drug Administration), EPA (Environmen-tal Protection Agency), and IRS (Internal Revenue Service).",9
FDA,/fdie/  n. abbr. See: Food and Drug Administration.,9
fee,"/fi/  n. a charge, cost, (syn.) payment: We pay all sorts of fees: a parking fee, a license fee for driving a car, a registration fee, tuition fees, lawyers' fees, and doctors' fees.",1
few,"/fyu/  adj.n. [U]  1 (with ""a"") a small number: Those plastic rings cost only <adj.> a few cents to make.||Most students come on time, but <n.> a few are always late. 2 (without ""a"") not many, not enough: Few people registered for the course, so the college canceled it. 3 few and far between: rare: Shoppers are few and far between today because of the bad weather. 4 quite a few: a satisfactory number: She has received quite a few job offers. 5 infrml. to have a few: to have too many alcoholic drinks: He has had a few.Thesaurus: few adj.n. 1 a couple | some, not many. Ant. many. 2 hardly any | scarcely any. Ant. a lot.Usage Note: Compare: He has a few friends with he has few close friends. We use ""a"" before ""few"" if we want to say that he has at least some friends, though not many. We omit ""a"" if we want to stress that he has almost no close friends.",9
fez,"/fz/  n. fezzes or fezes a round felt hat with a flat top, usu. dark red: The fez was a popular hat for men in the Mediterranean region at one time.",9
fib,"/fb/  v. [I] fibbed, fibbing, fibs to tell a harmless lie: The student fibbed when she said she was late to class because of an accident; actually, she overslept.  n. a harmless lie, (syn.) a white lie: She told the teacher a fib. -n. fibber.",9
fig,"/fg/  n. 1 a soft, sweet fruit with many small seeds: Figs grow in the Mediterranean region. 2 fig leaf: a leaf used in art to cover male and female sex organs",9
fin,/fn/  n. 1 the flat wing-like part of a fish that it uses for movement and balance: One of the fish's fins got caught in a net. 2 a guidance device (for aircraft): The pilot checked the tail fins on his plane.,9
fir,/fr/  n. a type of tall pine tree with thin pointed leaves found in cool climates: Firs are often used as Christmas trees.,9
fix,"/fks/  v. [T] fixes 1 (syn.) to repair s.t.: A mechanic fixed the brakes on my car. A mechanic repaired the brakes.  2 (syn.) to correct s.t.: She fixed the mistakes in the report. She corrected the mistakes in the report.  3 (syn.) to rig, as in to arrange in advance who will win a competition: The horse race was fixed. The horse race was rigged.  4 (syn.) to prepare: He fixed dinner for his wife. He prepared dinner for his wife.  5 (syn.) to neuter, as to cut out an animal's sex organ so it can't produce young: He didn't want his cat to have any more kittens, so he had her fixed. He had his cat neutered. n. fixes 1 difficulty, a troublesome situation: He used his credit card too freely and has gotten himself into a fix with high payments. 2 slang an amount of narcotic: The drug addict started to shake because he needed a fix so badly.Thesaurus: fix n. 1 a dilemma.",9
flu,"/flu/  n. [U] short for influenza: He is sick with the flu.Thesaurus: flu n. the grip (or) grippe, a virus | bug, the flu bug infrml.",9
fly,"/fla/  v. flew /flu/, flown /flon/, flying, flies 1 [I;T] to move through the air: Birds fly north in the spring. 2 [I;T] to guide an aircraft: He flies planes for Swissair. 3 fig. [I] to move quickly, hurry: He was late and flew out the door to his next appointment. 4 phrasal v. insep. [T] to fly at s.o.: to attack physically or verbally: She didn't like what he said and flew at him in anger. 5 to fly blind:  a. fig. to fly (an aircraft) without being able to see where one is going: The pilot was flying blind in the fog. b. fig. to act without proper information: With no one to guide her, she was flying blind when she opened her business. 6 to fly by the seat of one's pants: to act by guessing rather than by specific rules or behavior: He flies by the seat of his pants when he makes decisions. 7 to fly in the face of: to be in direct opposition to, (syns.) to contradict, defy: Her lifestyle is odd and flies in the face of socially acceptable behavior. 8 to fly into a rage or off the handle: to explode in anger: When he doesn't get what he wants, he flies into a rage (or) off the handle. 9 to fly the coop: to leave hurriedly, escape: When the police arrived at the scene, the criminal had already flown the coop. n.pl. flies 1 a small, usu. two-winged insect: A fly landed on the table. 2 an opening in pants held together by a zipper or buttons: He zipped up the fly on his jeans. 3 a fly in the ointment: a single negative factor that destroys a good situation: Everything was agreed on; then his refusal to cooperate became a fly in the ointment. 4 to be a fly on the wall: to be an unseen observer: When the managers are deciding who will get a raise, I would like to be a fly on the wall at their meeting. 5 to be on the fly: to be in a hurry: I'm on the fly and can't talk to you now.Thesaurus: fly v. 1 to wing 2 to pilot 3 to take off, run, dash. Ants. to move slowly | walk | crawl.",9
foe,"/fo/  n. s.o. who is against you, (syns.) enemy, opponent: The conservative party is a foe of higher taxes.",8
fog,"/fg, fg/  n. [U] 1 a heavy gray vapor near the ground that makes it difficult to see: The heavy morning fog made driving difficult. 2  to be in a fog: to be unable to think clearly: She is so tired from studying that she is in a fog.  v. fogged, fogging, fogs 1 [I;T] to cover or become covered with a gray vapor: The roads are fogged tonight; it will be difficult to drive.||The front window is fogged up, so the driver can't see well. 2 fig. [T] to cause confusion: Heavy drink fogged his mind. 3 to be fogged in: to be unable to travel because of fog: The airport in Chicago is fogged in, so no flights are leaving.Thesaurus: fog n. 1 a mist, haze. v. 1 to mist over, cloud up 2 to cloud, confuse. Ant. to clear.",9
fop,"/fp/  n. a man who is very or too interested in clothes, (syn.) a dandy: He is a fop and wears a new suit almost every day. -adj. foppish.",9
for,"/fr;/  strong form /fr/prep. 1 with the purpose of: I am cutting some wood for fire.||She needs glasses for reading. 2 in exchange, instead of: I'll give you twenty dollars for that watch. 3 in relation to: The child is tall for his age.||Exercise is good for you. 4 because of: San Francisco is famous for its fog. 5 in the interest of: Mr. Chen speaks for all of us.||I baked a cake for you. 6 in favor of: The Senator is for raising taxes. 7 as long as (used to express time): She has lived in Miami for five years. 8 as far as (used to express distance, length): We walked for many miles. 9 in the direction of, as a destination: Our plane is headed for Taipei. 10 for nothing:  a. with no payment in return: I did some work for a friend for nothing. b. with no gain, uselessly: My computer failed, so I did a lot of work today for nothing.  conj. for the reason that, because: The government provided food, for the people were hungry.Thesaurus: for prep. 1 used for, meant for, designed for 2 as a price for 3 with respect to 4 onaccount of 5 for the benefit of, on behalf of/on s.o.'s or s.t.'s behalf 6 supportive of,on the side of 7 during the past 8 a distance of 9 to.",1
fox,"/fks/  n. foxes or fox 1 [C] a variety of small dog-like animal with a thick furry tail, considered to be clever: In the UK, people hunt foxes (or fox) on horseback. 2 [U] the fur of a fox: Women often wore coats made of red fox in the 1940s. 3 fig. [C] a clever, tricky person: In business matters, he is a smart fox.  v. [T] foxes to gain s.t. through cleverness and trickery, to confuse others, (syn.) to outwit: In business, he foxed his competition. See:  outfox.",9
fro,"/fro/  adv.frml. usu. in the phrase to and fro: first in one direction and then back again, (syn.) back and forth: In the park, there were children running to and fro.",9
fry,"/fra/  v. [I;T] fried, frying, fries 1 to cook in a fatty substance, such as butter or vegetable oil: He fried eggs in a frying pan. 2 infrml. to feel very hot: We really fried at the beach today. 3 slang to die, esp. in the electric chair: He's going to fry for that murder.Thesaurus: fry 1 to stir-fry, fry up, sauté 2 to sizzle, get burnt, get cooked infrml.",9
fun,"/fn/  n. [U] 1 pleasurable activity, enjoyment: We had fun at the picnic. 2 a source of pleasure: She's a lot of fun at parties.||Going to the dentist is no fun. 3 for the fun of it: to do s.t. for pure enjoyment, without a serious purpose: When we went on the picnic, we decided to have some footraces just for the fun of it. 4 fun and games: pure pleasure: Life is not just fun and games, but a lot of work and some grief. 5 to make fun of s.o. or s.t.: to laugh at s.o. or s.t. in an unkind way: He often makes fun of his sister by imitating her.  adj.infrml. giving pleasure or enjoyment: Waterskiing is a fun sport.Thesaurus: fun n. 1 a good time. Ant. a bad time. adj. entertaining, enjoyable. Ants. boring, uninteresting.",9
fur,"/fr/  n.adj. 1 [U] the hairy coat of an animal: The cat's fur is soft and shiny. 2 [C] clothing made from this: She always wears her <n.> fur (or) <adj.> fur coat on cold winter days. 3 to see or watch the fur fly: to see a heated argument: While we were waiting in the long line to buy tickets, one person tried to get ahead of another; you should have seen the fur fly.Thesaurus: fur n. 1 a coat, pelt 2 a fur coat.",9
FYI,"/fwaa/  abbr. of For Your Information: FYI, today's meeting will be at 10:00, not 9:30.",9
gab,"/gb/  v. [I] gabbed, gabbing, gabs to talk informally, (syn.) to chat: Students like to gab while they eat lunch.",1
gag,"/gg/  v. gagged, gagging, gags 1 [I] to choke for a moment, (syn.) to retch: The child gagged on the strong medicine. 2 [T] to put s.t. into the mouth to stop s.o. from speaking: The robber gagged his victim with a towel. 3 fig. [T] to stop s.o. from speaking freely: The police gagged people who did not agree with the president.  n. 1 tape or other material that covers, or  is put into, the mouth: The burglar covered  the man's mouth with a gag made of tape. 2 infrml. a joke, (syn.) a prank: A friend told some funny gags at lunch today.",9
gal,/gl/  n.old usage (used in a friendly context) a girl or woman: She's a wonderful gal; everyone loves to talk with her.,9
gap,"/gp/  n. 1 an empty space between two things: He has a gap between his two front teeth. 2 an unfilled period of time: After a gap of five years, she returned to school to finish her college degree. 3 a pass between mountains: The climbers walked through the gap in the mountains to the next valley. 4 to bridge the gap:  a. to fill an empty moment: He bridged the gap in the conversation by offering some drinks. b. to fill an empty place: The teacher bridged the gaps in the textbook with her own lectures.",9
gas,"/gs/  n. gases [C;U] 1 any air-like substance, which usu. cannot be seen, that is not  a liquid or solid: Oxygen is a gas that exists  in large quantities in the air. 2 a substance used for cooking and heating: She turned  on the gas (or) gas stove to boil some water. 3 infrml.short for gasoline: I stopped the car for gas at the local gas station. 4 infrml. wind from the stomach or intestine: Eating onions gives me gas. 5 a substance (e.g., nitrous oxide) given to you by a dentist or doctor to prevent pain, (syn.) an anesthetic: The dentist gave me gas before he pulled out my tooth. 6 infrml. a very funny thing: The new comedy show is a real gas. 7 to run out of gas:  a. to have no more gasoline: Our car ran out of gas on the highway. b. fig. to become very tired, unable to continue: I worked very late last night; then I ran out of gas and went to bed.  v. [T] gassed, gassing, gases 1 to kill or  injure with poisonous gas: The army gassed the village with mustard gas and killed many  people. 2 phrasal v. sep. to gas s.t. up: to fill s.t. with gasoline: I'm going to gas up the car for our long trip.||I'm going to gas it up.",9
gay,"/ge/  adj. 1 relating to the lives and concerns of homosexual people: There are large communities of gay people in New York and San Francisco.||My friends Amy, Sally, and Michael volunteer at the Miami Lesbian and Gay Center. 2 old usage: merry, happy: Everyone at the party is having a gay time.  n. a person who is homosexual, usu. a man: American gays have formed a political organization called the Human Rights Campaign. See: lesbian, homosexual, bisexual.Usage Note: The term gay applies to both male and female homosexuals, but many gay women prefer the term lesbian: She is active in the Gay and Lesbian Alliance. The term queer is pej. ",9
GED,/diidi/  n.abbr. for General Equivalency Diploma: A GED is similar to a high school diploma (in the USA).Usage Note: The GED is needed for many jobs. Night school and television courses that lead to the GED make it possible for working people to complete a high school education.,9
gee,"/di/  exclam. an expression of wonder or surprise: Gee, I didn't know that you found a new job!",1
gel,"/dl/  n. a soft, clear substance between a liquid and a solid state, such as jelly: She uses gel in her hair to keep the style in place.  v. [I] gelled, gelling, gels 1 to form into a gel  2 to come together, (syn.) to coalesce: All our work finally gelled into an excellent new product. See: jell.",9
gem,"/dm/  n. 1 a jewel or precious stone, usu. cut into a shape: The rich lady keeps her gems, mostly diamonds and rubies, in the bank. 2 fig. a thing or person that is esp. pleasing or valuable: The baby is a real gem; he never cries.",9
